Entidad,Proveedor,Valor (COP),Fecha del Proceso,Año
INSTITUTO UNIVERSITARIO DE LA PAZ,ARON,24594865.0,2024-10-08,2024.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",CLAUDIA CECILIA JACOME RANGEL,19841108.0,2021-12-24,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,INGENIA SOLUCIONES S.A.S,9537000.0,2022-03-31,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VALENTUS SAS,16020000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,31624114.0,2022-08-08,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,28279755.0,2020-07-14,2020.0
INSTITUTO UNIVERSITARIO DE LA PAZ,DISTRIBUIDORA LA PAZ,20295000.0,2022-02-07,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,7300000.0,2019-06-26,2019.0
CONTRALORIA MUNICIPAL DE BARRANCABERMEJA.,RECARGAS INKTEC,15000000.0,2023-04-20,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MACRORIGAMI SAS,32890000.0,2024-07-23,2024.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,CDA EL BOSTON S.A.S.,6437897.0,2022-05-25,2022.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,DISTRILIBROS J.E.C. LIBRERIA,15774970.0,2024-08-30,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ACI DIGITAL INDUSTRIES SAS,34611500.0,2022-06-17,2022.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,SERVICIVIL SAS,125738389.0,2021-11-19,2021.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",ESTACION DE SERVICIO EL NOGAL SAS,19966200.0,2021-11-17,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PRODUMEDIHOS S.A.S.,5677491.0,2020-10-08,2020.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ORGANIAGRO SAS,11350000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MACRORIGAMI SAS,7000000.0,2023-07-27,2023.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,SERVIYARIMA S.A.S,17990200.0,2022-03-08,2022.0
PSS S.A.,LABORATORIO DE ANALISIS Y SERVICIOS TECNICOS S.A.S,115792200.0,2022-11-11,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,9559032.0,2019-11-15,2019.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,E-SECURITY LTDA,118675450.0,2023-04-24,2023.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",CORPORACION ARTE CULTURA Y CIUDAD,38450000.0,2024-12-19,2024.0
INSTITUTO UNIVERSITARIO DE LA PAZ,CLAUDIA CECILIA JACOME RANGEL,53659543.0,2025-09-15,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CAJA SANTANDEREANA DE SUBSIDIO FAMILIAR CAJASAN,32443594.0,2024-05-20,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SOLUCIONES SCM S.A.S,11700000.0,2024-07-23,2024.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",DETECCION SEGURIDAD PRIVADA LIMITADA,691487093.0,2023-03-30,2023.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",CLUB DEPORTIVO DE KARTISMO MTN21,16823000.0,2017-09-22,2017.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CHELL ING,149937264.0,2023-08-02,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,11700000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SUMINISTROS MAYBE SAS,3070000.0,2019-06-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PROFITECNICAS LIMITADA,8511792.0,2019-12-02,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,JAIRO OSORIO CABALLERO,13088017.0,2022-07-13,2022.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,ESTACION DE SERVICIOS SAN SILVESTRE,18000000.0,2022-05-31,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,WARGO S.A.S.,7000000.0,2021-09-14,2021.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,OBCELCSAS,330084282.0,2024-12-06,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MACRORIGAMI SAS,48929128.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,9801637.0,2020-09-09,2020.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,COMPANIA DE PROYECTOS Y SERVICIOS DE INGENIERIA S.A.S,6450973.0,2022-09-20,2022.0
PSS S.A.,EDUARDO ENRIQUE PORTILLO LOPEZ,4200000.0,2022-09-26,2022.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,FRENOS Y MUELLES CHAIN,8000000.0,2018-02-05,2018.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",ESTIGMAS PUBLICIDAD S.A.S.,15386700.0,2022-11-03,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,AUTOMATIZACION Y MANTENIMIENTO DE EQUIPOS S.A.S.,6500000.0,2022-09-28,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SOLUCIONES SCM S.A.S,21348000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,LA BODEGA ELECTRICA S.A.S,16500000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ORGANIAGRO SAS,28020000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,15150000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VALENTUS SAS,3500000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,5195656.0,2019-06-26,2019.0
INSTITUTO UNIVERSITARIO DE LA PAZ,TRANSLAMY S.A.S,78720000.0,2023-09-22,2023.0
CONTRALORIA MUNICIPAL DE BARRANCABERMEJA.,LUIS EDUARDO VARGAS GONZALEZ Y/O TALLER REPARAUTOS,11000000.0,2024-04-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,28020000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SOLUCIONES SCM S.A.S,11000000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SANTANDEREANA DE QUIMICOS Y REACTIVOS SAS,6000000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,6183994.0,2019-06-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,LA BODEGA ELECTRICA S.A.S,3000000.0,2021-04-23,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,14501806.0,2022-07-13,2022.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",CLUB DEPORTIVO UNION VIDA,28000000.0,2018-08-09,2018.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",FEDERACION COLOMBIANA DE SOFTBOL,65000000.0,2022-10-21,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,55751094.0,2025-07-01,2025.0
CONTRALORIA MUNICIPAL DE BARRANCABERMEJA.,GRUPO EMPRESARIAL G & G S.A.S,9000000.0,2022-03-28,2022.0
INSTITUTO UNIVERSITARIO DE LA PAZ,IMCARE SAS,183620570.0,2024-08-01,2024.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,AMERICANA DE PROTECCION INDUSTRIAL E.U.,3762664.0,2020-04-08,2020.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,12000000.0,2022-10-27,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SOLUCIONES SCM S.A.S,4000000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,DANIEL TARAZONA,11000000.0,2019-06-26,2019.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,MARSAN SERVICES SAS,12000000.0,2025-07-01,2025.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",CLUB DEPORTIVO DE CICLISMO BMX DE BARRANCABERMEJA EN TODAS SUS MODALIDADES CCBB,15000000.0,2017-12-20,2017.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,AYRCOL,45353000.0,2023-04-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,7105000.0,2019-06-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,APUBLICO S.A.S,172000.0,2025-08-26,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,DANIEL TARAZONA,3070000.0,2019-06-26,2019.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",GRUPO EMPRESARIAL DE NEGOCIOS Y LOGISTICA DE COLOMBIA SAS,29970000.0,2023-12-20,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,WARGO S.A.S.,3970000.0,2021-10-19,2021.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,CDA EL BOSTON S.A.S.,6681200.0,2023-10-18,2023.0
INSTITUCION EDUCATIVA CASD JOSE PRUDENCIO PADILLA,JOSE GALVIS CONTRATISTA S.A.S,83915881.0,2025-02-12,2025.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",G+G BODYSHOP SAS,70358553.0,2023-08-23,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,BESTEK SAS,15445000.0,2025-07-01,2025.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",MAKRO INGENIERIA S.A.S,618238097.0,2025-05-05,2025.0
PSS S.A.,EDWIN ENRIQUE HERRERA CRUZ,4750000.0,2022-09-27,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,AMI SOLUCIONES INTEGRALES S.A.S,53205000.0,2022-09-19,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,32890000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,4350000.0,2023-07-27,2023.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",FUNDACION TU VIDA CAMBIARA,314285000.0,2018-01-29,2018.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,5990000.0,2024-07-23,2024.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,NELSON DAVID ARANGO MONSALVE,30000000.0,2025-04-03,2025.0
INSTITUTO UNIVERSITARIO DE LA PAZ,GEMGAL S.A.S,9700000.0,2024-12-24,2024.0
PSS S.A.,HAROLD MANUEL BLANCO VIELLAR,9633333.0,2022-11-10,2022.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",LUIS EDUARDO VARGAS GONZALEZ Y/O TALLER REPARAUTOS,27160000.0,2022-12-14,2022.0
INSTITUCION EDUCATIVA LOS LAURELES BARRANCABERMEJA,HE I&C SAS,57341316.0,2023-11-08,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CENTRAL DE HERRAMIENTAS DE COLOMBIA SAS,22940000.0,2022-08-08,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ORGANIAGRO SAS,149937264.0,2023-08-02,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,6722953.0,2023-07-27,2023.0
CONCEJOBARRANCA,ASEGURADORA SOLIDARIA DE COLOMBIA ENTIDAD COOPERATIVA.,28104496.0,2024-03-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,REMA SOLUCIONES,16385000.0,2022-03-31,2022.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,AUTOMOTRIZ GBC SAS,5315245.0,2021-10-21,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,DEICY BRAVO JOJOA,7000000.0,2025-07-01,2025.0
INSTITUTO UNIVERSITARIO DE LA PAZ,ECOMAG SAS,7342000.0,2022-06-30,2022.0
INSTITUTO UNIVERSITARIO DE LA PAZ,DIAGO WELL SERVICES SAS,208845000.0,2025-01-15,2025.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",CLUB DEPORTIVO DE BEISBOL LOS ISOTOPOS,7000000.0,2017-11-28,2017.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,JAIRO OSORIO CABALLERO,19903344.0,2019-03-15,2019.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",CORPORACION CREE,703018500.0,2025-08-11,2025.0
INSTITUTO UNIVERSITARIO DE LA PAZ,COMPULASER LGD SAS,21540000.0,2022-03-22,2022.0
INSTITUTO UNIVERSITARIO DE LA PAZ,SEGURIDAD ACROPOLIS LTDA,461198017.0,2024-04-15,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,22125000.0,2022-10-27,2022.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,TALLER DE REFRIGERACION IRIARTE E HIJOS,10986760.0,2022-11-15,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CENTRAL DE HERRAMIENTAS DE COLOMBIA SAS,31624114.0,2022-08-08,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,48929128.0,2024-07-23,2024.0
CONTRALORIA MUNICIPAL DE BARRANCABERMEJA.,RVO IPS SAS,3000000.0,2022-02-02,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,4870000.0,2019-06-26,2019.0
CONTRALORIA MUNICIPAL DE BARRANCABERMEJA.,ESTACION DE SERVICIOS SAN SILVESTRE,15000000.0,2024-02-08,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,GRAN COMERCIALIZADORA DE SANTANDER SAS,36700000.0,2025-08-21,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,JAIRO OSORIO CABALLERO,55177567.0,2020-04-27,2020.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SUMINISTROS PRO EPP SAS,125671131.0,2025-08-13,2025.0
PERSONERIA MUNICIPAL DE BARRANCABERMEJA,AGENCIA DE TELECOMUNICACIONES DIGITAL EN LINEA I&L. S.A.S,21690000.0,2023-04-25,2023.0
INSTITUTO UNIVERSITARIO DE LA PAZ,T&C INGENIEROS SAS,23223980.0,2023-01-23,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,4000000.0,2024-07-23,2024.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",CLUB DEPORTIVO DE TAEKWONDO SAM YANG,14000000.0,2018-01-26,2018.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,2375998.0,2019-06-26,2019.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,JAIRO OSORIO CABALLERO,32661650.0,2024-02-15,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,20160000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ORGANIAGRO SAS,112187435.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,LA BODEGA ELECTRICA S.A.S,3000000.0,2023-07-27,2023.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,ALMACEN AGROPECUARIO ANIMAL CITY,2726420.0,2020-06-03,2020.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,GRAN COMERCIALIZADORA DE SANTANDER SAS,9140000.0,2023-12-01,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ORGANIAGRO SAS,46509240.0,2024-07-23,2024.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",CLAUDIA CECILIA JACOME RANGEL,11752112.0,2022-04-27,2022.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",CLUB DEPORTIVO DE CICLISMO BMX DE BARRANCABERMEJA EN TODAS SUS MODALIDADES CCBB,5000000.0,2018-12-12,2018.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SANTANDEREANA DE QUIMICOS Y REACTIVOS SAS,203207874.0,2023-07-27,2023.0
INSTITUTO UNIVERSITARIO DE LA PAZ,UT. BATERIAS UNIPAZ,362412381.0,2024-07-26,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,34427170.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,5990000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,LA BODEGA ELECTRICA S.A.S,7200000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MONSAING S.A.S,23370000.0,2025-07-10,2025.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",RECARGAS INKTEC,14802500.0,2023-03-28,2023.0
CONTRALORIA MUNICIPAL DE BARRANCABERMEJA.,RVO IPS SAS,3000000.0,2024-02-20,2024.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,RECARGAS INKTEC,25000000.0,2025-05-09,2025.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,LA EQUIDAD SEGUROS GENERALES ORGANISMO COOPERATIVO,12420747.0,2021-07-26,2021.0
CONTRALORIA MUNICIPAL DE BARRANCABERMEJA.,ALTERNATIVAS EMPRESARIALES J. J. D S.A.S,13000000.0,2022-03-30,2022.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,CONSORCIO INTER DETECCION BCA,62034700.0,2024-12-21,2024.0
PERSONERIA MUNICIPAL DE BARRANCABERMEJA,KREA AGENCIA DE PUBLICIDAD S.A.S,13486086.0,2022-10-07,2022.0
PERSONERIA MUNICIPAL DE BARRANCABERMEJA,AGENCIA DE TELECOMUNICACIONES DIGITAL EN LINEA I&L. S.A.S,27550000.0,2022-11-28,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,18164085.0,2023-08-02,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MACRORIGAMI SAS,18164085.0,2023-08-02,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SOLUCIONES SCM S.A.S,5000000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,2015000.0,2019-06-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ORGANIAGRO SAS,34798091.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,AYRCOL,195710487.0,2019-10-30,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,LA BODEGA ELECTRICA S.A.S,12532871.0,2018-12-06,2018.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,GRUPO EMPRESARIAL DE NEGOCIOS Y LOGISTICA DE COLOMBIA SAS,453550000.0,2024-09-09,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,EQUISUMINISTROS Y CONSTRUCCIONES SAS,20000000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MACRORIGAMI SAS,87400000.0,2023-08-02,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,YEFFERSON ANDRES ROMERO RODRIGUEZ - INGEQUIPOS,24495161.0,2024-05-15,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,GARNICA INVERSIONES LOGISTICA Y SUMINISTROS S.A.S.,19017628.0,2023-11-02,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CESAR CARO ROMERO S.A.S.,24649800.0,2021-07-21,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,BESTEK SAS,104111000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MACRORIGAMI SAS,11350000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,BESTEK SAS,9803220.0,2025-05-26,2025.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",TEXCO,36024000.0,2024-12-23,2024.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,INGENIEROS CON SOLUCIONES OPTIMAS LIMITADA ISSO LTDA,399002240.0,2025-06-18,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,EQUISUMINISTROS Y CONSTRUCCIONES SAS,16000000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MACRORIGAMI SAS,112187435.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MACRORIGAMI SAS,34798091.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SUMINCOL S.A.S,14480334.0,2020-04-27,2020.0
EMPRESA SOCIAL DEL ESTADO BARRANCABERMEJA,CONSORCIO INTERVENTORIA CDV 2023,411740000.0,2023-04-26,2023.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",ASEGURADORA SOLIDARIA DE COLOMBIA ENTIDAD COOPERATIVA.,15686782.0,2022-08-05,2022.0
CONTRALORIA MUNICIPAL DE BARRANCABERMEJA.,KANDERI GROUP SAS,10137307.0,2021-04-06,2021.0
PSS S.A.,SERVITECA LA 28 DSM SAS,1360000.0,2022-08-31,2022.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,ESTACION DE SERVICIOS SAN SILVESTRE,145000000.0,2023-05-18,2023.0
INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR CRISTO REY,SERVICIVIL SAS,132153220.0,2024-09-26,2024.0
